timestamp,ano,mes,dia,hora,brilho_lux,potencia_w,tensao_v
2025-11-15 19:48:39,2025,11,15,19:48:39,739.0021456989467,83.75292400545547,235.75660016645148
2025-11-15 19:48:40,2025,11,15,19:48:40,770.5043052703653,771.5047803537927,232.95863439728356
2025-11-15 19:48:42,2025,11,15,19:48:42,125.57085664298215,430.58256148353905,229.17794675346155
2025-11-15 19:48:43,2025,11,15,19:48:43,323.94226766971565,436.22617546991927,212.84584751962487
2025-11-15 19:48:44,2025,11,15,19:48:44,780.9176315630068,124.12269434136157,226.6315416813755
2025-11-15 19:48:45,2025,11,15,19:48:45,825.1628812029556,95.39196373659976,236.5088735624469
2025-11-15 19:48:46,2025,11,15,19:48:46,343.38737927315776,731.8807005679072,236.09156417438356
2025-11-15 19:48:47,2025,11,15,19:48:47,151.55792820780417,611.5519106359734,219.7589936462669
2025-11-15 19:48:48,2025,11,15,19:48:48,669.559052105282,218.79397369204332,231.54430087840922
2025-11-15 19:48:50,2025,11,15,19:48:50,621.7269381899004,795.8715406843198,216.23705536294005
2025-11-15 19:48:51,2025,11,15,19:48:51,839.9449428217438,261.0473893051391,224.83395414772485
2025-11-15 19:48:52,2025,11,15,19:48:52,686.511338466204,257.6759289902401,221.76661797391347
2025-11-15 19:48:53,2025,11,15,19:48:53,390.6321934840957,498.7153189891913,222.28919269158055
2025-11-15 19:48:54,2025,11,15,19:48:54,773.2017889485463,228.52860956001945,225.93374551525184
2025-11-15 19:48:55,2025,11,15,19:48:55,716.8767004056278,79.010123821506,225.40109881799862
2025-11-15 19:48:57,2025,11,15,19:48:57,728.0423894882599,238.65837370415338,220.30252543951417
2025-11-15 19:49:16,2025,11,15,19:49:16,782.4287824428083,272.1062680631936,218.03933525559268
2025-11-15 19:49:17,2025,11,15,19:49:17,328.3432602970927,652.3427839504437,231.33018847807836
2025-11-15 19:49:19,2025,11,15,19:49:19,765.3606874563179,453.47242511009455,239.54840809256305
2025-11-15 19:49:20,2025,11,15,19:49:20,514.9031474037319,292.42771498105844,227.83754812299733
2025-11-15 19:49:21,2025,11,15,19:49:21,209.4296738623889,759.9080733667381,223.582312590512
2025-11-15 19:49:22,2025,11,15,19:49:22,698.9044339485299,413.10493438963346,223.1510809394202
2025-11-15 19:49:23,2025,11,15,19:49:23,181.99509945229605,393.3536755184097,211.55499673009436
2025-11-15 19:49:24,2025,11,15,19:49:24,697.4913019501139,691.3454671121747,238.00554463749108
2025-11-15 19:49:25,2025,11,15,19:49:25,221.90484839386312,356.26786228614,237.346662783515
2025-11-15 19:49:27,2025,11,15,19:49:27,501.7447361250523,229.01008520721638,228.63850298154165
2025-11-15 19:49:28,2025,11,15,19:49:28,405.88203870879084,519.7902233772277,213.6340782447347
2025-11-15 19:49:29,2025,11,15,19:49:29,296.4915592360684,555.6021924460802,226.47553257131105
2025-11-15 19:49:30,2025,11,15,19:49:30,438.2301668408361,706.0304916639332,222.62516188870057
2025-11-15 19:49:31,2025,11,15,19:49:31,673.8237044421334,243.5989458929973,239.8435551269909
2025-11-15 19:49:33,2025,11,15,19:49:33,614.3274764535794,313.2604442975162,224.9094963742688
2025-11-15 19:49:34,2025,11,15,19:49:34,203.45248117769358,424.8604751858063,239.52738883570916
2025-11-15 19:49:35,2025,11,15,19:49:35,179.25693826040253,619.7988613155936,214.98597963242298
2025-11-15 20:05:01,2025,11,15,20:05:01,321.35691629960536,675.7984588232686,216.83723946657568
2025-11-15 20:05:02,2025,11,15,20:05:02,347.3043340403439,136.70172285140222,227.91835335521475
2025-11-15 20:05:03,2025,11,15,20:05:03,581.9094859449369,75.0080269561769,233.1680769607313
2025-11-15 20:05:05,2025,11,15,20:05:05,883.9842291981203,96.37161896626723,216.74309902732233
2025-11-15 20:05:06,2025,11,15,20:05:06,380.1316768652302,786.0961138212086,217.88181801247103
2025-11-15 20:05:07,2025,11,15,20:05:07,154.18185747303576,55.272317590447855,221.18771624688577
2025-11-15 20:05:08,2025,11,15,20:05:08,475.29898486610114,302.794052405435,216.11475614502928
2025-11-15 20:05:09,2025,11,15,20:05:09,377.6751595276879,549.8652566811986,225.88498641732332
2025-11-15 20:05:10,2025,11,15,20:05:10,742.0301907582161,714.6487320604924,223.17407282301514
2025-11-15 20:05:11,2025,11,15,20:05:11,347.7443813291597,539.5453140561394,227.91581222615963
2025-11-15 20:05:13,2025,11,15,20:05:13,767.3942763066138,545.7883581143092,231.25230563006608
2025-11-15 20:05:14,2025,11,15,20:05:14,120.80287886665317,460.1847545565146,219.1557460703477
2025-11-15 20:05:15,2025,11,15,20:05:15,150.02542947476735,238.42708206118346,213.72859290630646
2025-11-15 20:05:16,2025,11,15,20:05:16,198.58663500708874,662.8648122238712,221.20114347685592
2025-11-15 20:05:17,2025,11,15,20:05:17,438.51044827439523,227.60848460934943,219.67639464003292
2025-11-15 20:05:18,2025,11,15,20:05:18,558.469477772419,261.61333137696454,214.87440795778576
2025-11-15 20:05:19,2025,11,15,20:05:19,223.9551335415524,543.3454681490132,214.48297772785833
2025-11-15 20:05:21,2025,11,15,20:05:21,315.20686454250233,94.09877431949812,218.60099634014736
2025-11-15 20:05:22,2025,11,15,20:05:22,419.49117980652017,288.6581859684566,238.84506206447855
2025-11-15 20:05:23,2025,11,15,20:05:23,604.895868824996,738.7477434406766,212.35022107266929
2025-11-15 20:05:24,2025,11,15,20:05:24,533.9167925238471,797.6420739568525,235.0735271267106
2025-11-15 20:05:25,2025,11,15,20:05:25,869.3460681844814,490.26816988030356,224.630352419863
2025-11-15 20:05:27,2025,11,15,20:05:27,105.61761897041944,163.8595440042586,232.25712198577727
2025-11-15 20:05:28,2025,11,15,20:05:28,561.6690085632106,665.2478013468146,219.34354205196124
2025-11-15 20:05:29,2025,11,15,20:05:29,344.1450034300715,432.6465084432299,236.1061492972006
2025-11-15 20:05:30,2025,11,15,20:05:30,877.0764784128563,209.51919631339155,238.35605716420784
2025-11-15 20:06:15,2025,11,15,20:06:15,209.39660042270197,414.4225878953256,229.52683562948494
